Sr No,Date,Startup Name,Industry Vertical,SubVertical,City Location,Investors Name,Investment Type,Amount in USD(K),Amount in INR(K),Remarks,City Tier
1323,2016-02-08,Xpressbees,E-Commerce,ECommerce Logistics solutions,Pune,"SAIF Parters, IDG Vetures Idia, Vertex Vetures, Valiat Capital",Private Equity,12500.0,1100000.0,No Remark,Tier 1 India
1324,2016-02-10,Capzest,Consumer Internet,Digital Lending Platform,Mumbai,Lio Vetures,Seed Funding,200.0,17600.0,No Remark,Tier 1 India
1325,2016-02-10,Affimity,Consumer Internet,Social Networking platform,Bengaluru,udisclosed ivestors,Seed Funding,1200.0,105600.0,No Remark,Tier 1 India
1326,2016-02-10,Anandakanda,Technology,Medicine Intake Reminder System,Pune,udisclosed ivestors,Seed Funding,150.0,13200.0,No Remark,Tier 1 India
1327,2016-02-12,ActOnMagic,Technology,Cloud Analytics and Management Products,Bengaluru,Jayabala Subramaia,Seed Funding,125.0,11000.0,No Remark,Tier 1 India
1328,2016-02-12,Bonhomia,Food & Beverage,premium Tea and Coffee,New Delhi,"Alok Rawat, Grey Orage Robotics",Seed Funding,1000.0,88000.0,No Remark,Tier 1 India
1329,2016-02-12,iGrenEnergi,Technology,Solar Power Solutions,Mumbai,Suil Mehta,Seed Funding,1000.0,88000.0,No Remark,Tier 1 India
1330,2016-02-12,RKSV,Consumer Internet,Online Stock Trading Platform,Mumbai,Kalaari Capital,Private Equity,4000.0,352000.0,No Remark,Tier 1 India
1331,2016-02-15,Aasaanjobs,Consumer Internet,Online Recruitment Marketplace,Mumbai,"Aspada Advisors, IDG Vetures, Ivetus Capital",Private Equity,5000.0,440000.0,No Remark,Tier 1 India
1332,2016-02-15,Snapdeal,E-Commerce,Horizontal Online Marketplace,New Delhi,Otario Teachersxe2x80x99 Pesio Pla & Others,Private Equity,200000.0,17600000.0,No Remark,Tier 1 India
1333,2016-02-15,GoYaNo,Consumer Internet,Events & Restaurant Discovery Marketplace App,Gurgaon,Mukesh Kumar Gupta,Seed Funding,50.0,4400.0,No Remark,Tier 1 India
1334,2016-02-15,RentSher,Consumer Internet,Online Household Product Rental platform,Bengaluru,"Vaibhav Doshi, Abhay Sighal, Vibhu Garg, Joby Babu, Abhishek Acharya, Maish Shah",Seed Funding,300.0,26400.0,No Remark,Tier 1 India
1335,2016-02-15,Buddy,Finance,Micro Lending Platform for eCommerce purchases,Bengaluru,"Blume Vetures, Tracx Labs",Seed Funding,500.0,44000.0,No Remark,Tier 1 India
1336,2016-02-16,TableHero,Consumer Internet,Dynamic Restaurant Website creator,Bengaluru,"GrowX Vetures, Kual Shah, Sadeep Tado, Haresh Chawla, Powai Lake Vetures, Globevestor",Seed Funding,1000.0,88000.0,No Remark,Tier 1 India
1337,2016-02-16,BetterPlace,Technology,Data analytics based Verification services Platform,Bengaluru,Uitus Seed Fud,Seed Funding,970.0,85360.0,No Remark,Tier 1 India
1338,2016-02-16,icustommadeit,E-Commerce,Professional Custom creators Marketplace,Pune,"Brad Capital, Siddhiviayak Skyscrapers, Diesh R. Challa",Private Equity,4000.0,352000.0,No Remark,Tier 1 India
1339,2016-02-17,GameZop,Technology,Mobile Gaming Platform,New Delhi,"KWAN Etertaimet & Marketig Solutios, Powerhouse Vetures & Others",Seed Funding,350.0,30800.0,No Remark,Tier 1 India
1340,2016-02-17,The Viral Fever,Consumer Internet,Independent Online Video production company,Mumbai,Tiger Global,Private Equity,10000.0,880000.0,No Remark,Tier 1 India
1341,2016-02-17,Avanti Learning,Edtech,Private Coaching Classes,New Delhi,Michael & Susa Dell Foudatio,Private Equity,5000.0,440000.0,No Remark,Tier 1 India
1342,2016-02-18,HealthKumbh,Consumer Internet,Health related Information portal,Ahmedabad,Udisclosed ivestor,Seed Funding,73.0,6424.0,No Remark,Tier 2/3 India
1343,2016-02-18,Careongo,E-Commerce,Online Pharmacy store,New Delhi,Farooq Oomerbhoy & Other agel ivestors,Seed Funding,300.0,26400.0,No Remark,Tier 1 India
1344,2016-02-18,Ark Robot,Technology,Warehouse Automation,Bengaluru,Qualcomm (Through QPrize Cotest),Seed Funding,350.0,30800.0,No Remark,Tier 1 India
1345,2016-02-19,Jaypore,E-Commerce,Ethnic Products marketplace,New Delhi,Aavishkaar,Private Equity,5000.0,440000.0,No Remark,Tier 1 India
1346,2016-02-19,Advantage Club,Consumer Internet,mobile platform for corporate employee benefits,Gurgaon,Purvi Vetures & Others,Seed Funding,400.0,35200.0,No Remark,Tier 1 India
1347,2016-02-22,Baby Berry,Consumer Internet,Parenting Mobile app,Bengaluru,Niti Bagmae & Other udisclosed ivestors,Seed Funding,1000.0,88000.0,No Remark,Tier 1 India
1348,2016-02-22,Magicpin,Consumer Internet,Hyperlocal Discover Mobile App,New Delhi,Lightspeed Idia,Private Equity,3000.0,264000.0,No Remark,Tier 1 India
1349,2016-02-22,First Eat,Consumer Internet,Healthy Food Delivery platform,New Delhi,Udisclosed ivestor,Seed Funding,100.0,8800.0,No Remark,Tier 1 India
1350,2016-02-22,Taskbob,Consumer Internet,Hyperlocal Handyman services platform,Mumbai,"IvyCap Vetures, Orios Veture Parters, Mayfield Idia",Private Equity,4500.0,396000.0,No Remark,Tier 1 India
1351,2016-02-22,Styledotme,Consumer Internet,Mobile Fashion App,New Delhi,Idia Agel Network,Seed Funding,37.0,3256.0,No Remark,Tier 1 India
1352,2016-02-23,CupoNation,Consumer Internet,Deals and Discount platform,Gurgaon,"Rocket Iteret AG, Holtzbrik Vetures, New Eterprise Associates (NEA), e.vetures, ru-Net, Deutsche Telekom Strategic Ivestmets (DTSI), Silico Valley Bak",Private Equity,11000.0,968000.0,No Remark,Tier 1 India
1353,2016-02-24,Sayfix,Consumer Internet,Hyperlocal Home Services Provider,Bengaluru,Yajaarayaa Kammaje,Seed Funding,160.0,14080.0,No Remark,Tier 1 India
1354,2016-02-24,NoBroker,Consumer Internet,Peer to peer property listing platform,Bengaluru,"Beeext, Digital Garage, Beeos, Qualgro, Mamoru Taiya, SAIF Parters",Private Equity,10000.0,880000.0,No Remark,Tier 1 India
1355,2016-02-24,AppilyEver,Consumer Internet,Online wedding services marketplace,Hyderabad,"Varu Aggarwal, Suresh Vekat, Raj Y",Seed Funding,400.0,35200.0,No Remark,Tier 1 India
1356,2016-02-24,Pocketin,Consumer Internet,Hotel reservations & Deal platform,Noida,Swastika Compay Ltd,Seed Funding,150.0,13200.0,No Remark,Tier 1 India
1357,2016-02-25,OfBusiness,E-Commerce,B2B commerce Marketplace,Gurgaon,Matrix Parters Idia,Private Equity,5000.0,440000.0,No Remark,Tier 1 India
1358,2016-02-25,Juspay,Consumer Internet,Digital Payments solutions,Bengaluru,"Accel Parters, Ashish Hemrajai, Parikshit Dar, Rajesh Balpade",Private Equity,5800.0,510400.0,No Remark,Tier 1 India
1359,2016-02-25,Funcart,E-Commerce,Party Supplies Etailer,New Delhi,Udisclosed HNIs,Seed Funding,70.0,6160.0,No Remark,Tier 1 India
1360,2016-02-26,Freedom Smart Labs,Technology,IoT retail solutions,New Delhi,Kapil Goel,Seed Funding,145.0,12760.0,No Remark,Tier 1 India
1361,2016-02-26,EduBridge,Consumer Internet,Skill development and vocational training platform,Mumbai,"Isitor Impact Asia Fud, Acume Fud",Private Equity,2500.0,220000.0,No Remark,Tier 1 India
1362,2016-02-29,Hopscotch,E-Commerce,Baby & Kids Products Online Flash sales platform,Mumbai,Eduardo Saveri,Private Equity,13000.0,1144000.0,No Remark,Tier 1 India
1363,2016-01-04,B9 Beverages,Food & Beverage,Craft Beer manufacturing company,New Delhi,"Sequoia Capital, Kual Bahl, Rohit Basal, Deepider Goyal, Ashish Dhawa, Mayak Sighal",Private Equity,6000.0,528000.0,No Remark,Tier 1 India
1364,2016-01-05,MyChild App,Edtech,Child Disorder Information & Education,Bhopal,"Samir Bagara, Aisha Mittal, Amit Gupta, Pallav Nadhai, Lalit Magal, Arihat Pati, Dr. Ritesh Malik, Deobrat Sigh, Saurab Paruthi, Sigapore Agel Network.",Seed Funding,100.0,8800.0,No Remark,Tier 2/3 India
1365,2016-01-05,360Ride,Consumer Internet,Ride Sharing platform,Bengaluru,Udisclosed,Seed Funding,150.0,13200.0,No Remark,Tier 1 India
1366,2016-01-05,Alef\\\\nMobitech,Consumer Internet,Cloud Mobility Solutions,Mumbai,Tata Capital Iovatio Fud,Private Equity,5000.0,440000.0,No Remark,Tier 1 India
1367,2016-01-06,Sensara,Technology,"TV Search, Guide and Remote mobile app",Bengaluru,"Lalitesh Katragadda, Gaayatrika Systems",Seed Funding,750.0,66000.0,No Remark,Tier 1 India
1368,2016-01-06,Zebpay,Consumer Internet,Bitcoin Buying & Selling Mobile App,Ahmedabad,"Arju Hada, Amit Jidal, Nagedra Chaudhary",Private Equity,1000.0,88000.0,No Remark,Tier 2/3 India
1369,2016-01-06,PlanMy\\\\nMedicalTrip,Health & Wellness,Medical Tourism platform,Pune,"Bhau Vikram Parsotam, Roha Desai ad Paras Patel",Seed Funding,150.0,13200.0,No Remark,Tier 1 India
1370,2016-01-06,MyCity4Kids,Edtech,Children Education & Information platform,Gurgaon,"SIDBI Veture Capital Limited, YourNest Agel Fud",Private Equity,3000.0,264000.0,No Remark,Tier 1 India
1371,2016-01-06,Justdakhila.com,Edtech,School Student admissions platform,New Delhi,Akur Gupta,Seed Funding,750.0,66000.0,No Remark,Tier 1 India
1372,2016-01-07,Infurnia,Consumer Internet,Online Furniture Customization platform,Bengaluru,Idei Vetures,Seed Funding,160.0,14080.0,No Remark,Tier 1 India
1373,2016-01-07,Myly,Edtech,Mobile Based Education platform,Jaipur,Newbie Promoter Pvt Ltd,Seed Funding,100.0,8800.0,No Remark,Tier 2/3 India
1374,2016-01-07,MakeMyTrip,Consumer Internet,Online Travel/Hotel Booking platform,Gurgaon,Ctrip.com Iteratioal Ltd,Private Equity,180000.0,15840000.0,No Remark,Tier 1 India
1375,2016-01-08,Melorra,E-Commerce,Online/ Mobile Jewellery Retailer,Bengaluru,Lightbox Vetures,Private Equity,5000.0,440000.0,No Remark,Tier 1 India
1376,2016-01-08,ConfirmTKT,Consumer Internet,Train PNR Status Prediction Platform,Bengaluru,"Krisha Jhujhuwala, Dr. Apoorv Raja Sharma, Airudh Damai, Aad Ladsariya, Sajay Mehta & Others",Seed Funding,250.0,22000.0,No Remark,Tier 1 India
1377,2016-01-08,Gyaanzone,Edtech,Career Planning and Education Advisory Platform,Mumbai,GBIM Techologies Pvt Ltd,Seed Funding,45.0,3960.0,No Remark,Tier 1 India
1378,2016-01-11,Koovs,E-Commerce,Online Fashion Apparel Retailer,Gurgaon,"Nahata Family, Waheed Alli",Private Equity,5400.0,475200.0,No Remark,Tier 1 India
1379,2016-01-11,FreshMenu,Consumer Internet,Online / Mobile Food Ordering platform,Bengaluru,"Zodius Capital, Lightspeed Veture Parters",Private Equity,16500.0,1452000.0,No Remark,Tier 1 India
1380,2016-01-11,SavvyMob,E-Commerce,Last Minute Hotel Bookings mobile marketplace,Bengaluru,"TV Mohadas Pai, LetsVeture",Seed Funding,1000.0,88000.0,No Remark,Tier 1 India
1381,2016-01-12,Shopclues,E-Commerce,ECommerce Marketplace,Gurgaon,"GIC, Tiger Global Maagemet, Nexus Veture Parters",Private Equity,100000.0,8800000.0,No Remark,Tier 1 India
1382,2016-01-12,iBus Networks,Technology,Next Generation in-building connectivity,Bengaluru,"Vallabh Bhashali, N Squared Maagemet LLC, Jagdish & Sadeep Mehta Family Office",Private Equity,2300.0,202400.0,No Remark,Tier 1 India
1383,2016-01-12,Happy2Refer,Consumer Internet,Mobile based Referral Platform,Mumbai,"Equity Crest, Viers, Sparkext",Seed Funding,250.0,22000.0,No Remark,Tier 1 India
1384,2016-01-13,CarTrade,Consumer Internet,Auto Classifieds Portal,Mumbai,"Temasek Holdigs, March Capital, Warburg Picus",Private Equity,145000.0,12760000.0,No Remark,Tier 1 India
1385,2016-01-13,Rentomo,Consumer Internet,peer-to-peer renting Marketplace,Bengaluru,Shiva Ashok & Other uamed ivestors,Seed Funding,100.0,8800.0,No Remark,Tier 1 India
1386,2016-01-13,Roder,Consumer Internet,inter-city cab aggregator,New Delhi,Uicor Idia Vetures,Seed Funding,240.0,21120.0,No Remark,Tier 1 India
1387,2016-01-13,Care24,Health & Wellness,Professional Health Services Platform,Mumbai,"SAIF Parters, Idia Quotiet",Private Equity,4000.0,352000.0,No Remark,Tier 1 India
1388,2016-01-14,Orahi,Consumer Internet,Carpooling Mobile App,Gurgaon,Idia Agel Network,Seed Funding,520.0,45760.0,No Remark,Tier 1 India
1389,2016-01-15,Fitso,Consumer Internet,Fitness related Social Networking App & Forum,Gurgaon,"Varu Khuraa, Samar Sigla, Viay Basal,",Seed Funding,200.0,17600.0,No Remark,Tier 1 India
1390,2016-01-18,Kartrocket,Consumer Internet,SAAS DIY\\\\xc2\\\\xa0 ECommerce Platform,New Delhi,"Bertelsma Idia Ivestmets, Nirvaa Digital Idia Fud, Nirvaa Digital Ivestmet Holdig, 500 Startups",Private Equity,6000.0,528000.0,No Remark,Tier 1 India
1391,2016-01-19,Swiggy,Consumer Internet,Online/Mobile food ordering platform,Bengaluru,"Harmoy Parters, RB Ivestmets & existig ivestors",Private Equity,35000.0,3080000.0,No Remark,Tier 1 India
1392,2016-01-19,DailyObjects,E-Commerce,Mobile Accessories etailer,New Delhi,"Uilazer Fud, Phaidra Sama, Peyush Basal",Private Equity,1400.0,123200.0,No Remark,Tier 1 India
1393,2016-01-19,Indus OS,Technology,Local language Mobile OS,Mumbai,"Omidyar Network,",Private Equity,5000.0,440000.0,No Remark,Tier 1 India
1394,2016-01-19,CollegeDunia,Consumer Internet,Educational College Search platform,New Delhi,Umag Kumar,Seed Funding,445.0,39160.0,No Remark,Tier 1 India
1395,2016-01-19,Villgro,Finance,Social Business Incubator & Fund,Chennai,"Lemelso Foudatio, Michael ad Susa Dell Foudatio",Private Equity,3500.0,308000.0,No Remark,Tier 1 India
1396,2016-01-20,IndustryBuying,E-Commerce,B2B Industrial Goods Marketplace,New Delhi,Trifecta Capital,Private Equity,1800.0,158400.0,No Remark,Tier 1 India
1397,2016-01-20,Just Buy Live,E-Commerce,B2B Marketplace for Distributors,Mumbai,Alpha Capital,Private Equity,20000.0,1760000.0,No Remark,Tier 1 India
1398,2016-01-20,IMbesharam,E-Commerce,Adult Products Etailers,New Delhi,Udisclosed US Based Ivestors,Private Equity,4000.0,352000.0,No Remark,Tier 1 India
1399,2016-01-20,Moodoo,Consumer Internet,Social Meeting organizer App,Mumbai,Saxc3xafd Busiess School Seed Fud.,Seed Funding,40.0,3520.0,No Remark,Tier 1 India
1400,2016-01-21,Fisdom,Consumer Internet,Personal Finance Mobile App,Bengaluru,Rob Chadra,Seed Funding,500.0,44000.0,No Remark,Tier 1 India
1401,2016-01-21,Easypolicy,Consumer Internet,Online insurance policy aggregator,Noida,Uilazer Vetures,Private Equity,2200.0,193600.0,No Remark,Tier 1 India
1402,2016-01-21,Housing.com,Consumer Internet,Online Real Estate Portal,Mumbai,SoftBak Corp,Private Equity,15000.0,1320000.0,No Remark,Tier 1 India
1403,2016-01-21,CREO,Technology,Smartphone OS Developer,Bengaluru,"Sequoia Capital, Beeext Vetures, Idia Quotiet, Aad Chadrasekara",Private Equity,3000.0,264000.0,No Remark,Tier 1 India
1404,2016-01-22,ShabdaNagari,Consumer Internet,Hindi Language Social Networking Portal,Kanpur,Kapur Agels & Others,Seed Funding,200.0,17600.0,No Remark,Other
1405,2016-01-22,SnapBizz,E-Commerce,Mobile based Retail Market Ecosystem,Bengaluru,"Jugle Vetures, Taurus Value Creatio, Koly Veture, Blume Vetures",Private Equity,7200.0,633600.0,No Remark,Tier 1 India
1406,2016-01-22,Silvan,Technology,Home Automation & Security Solutions,Bengaluru,The Cheai Agels,Seed Funding,515.0,45320.0,No Remark,Tier 1 India
1407,2016-01-22,EPS,Technology,Electronic Payments Solution Company,Mumbai,APIS Parters,Private Equity,35000.0,3080000.0,No Remark,Tier 1 India
1408,2016-01-22,Qubole,Technology,Enterprise Cloud Based Data Processing,Bengaluru,"Istitutioal Veture Parters, Norwest Veture Parters, Lightspeed Veture Parters, CRV",Private Equity,30000.0,2640000.0,No Remark,Tier 1 India
1409,2016-01-25,SIFTR Labs,Consumer Internet,Photography curation & Aggregator platform,Mumbai,Veture Catalysts,Seed Funding,150.0,13200.0,No Remark,Tier 1 India
1410,2016-01-25,Power2SME,Consumer Internet,SME Online Buying Hub,Gurgaon,"Nada Nilekai, Accel Parters, Kalaari Capital ad Ivetus Capital",Private Equity,21000.0,1848000.0,No Remark,Tier 1 India
1411,2016-01-27,Buildzar,E-Commerce,Construction Material ETailer,Gurgaon,Pueet Dalmia,Private Equity,4000.0,352000.0,No Remark,Tier 1 India
1412,2016-01-27,Applicate,Technology,"Sales, Market, Distribution & Data Analytics Platform",Bengaluru,Udisclosed ivestors,Seed Funding,1000.0,88000.0,No Remark,Tier 1 India
1413,2016-01-28,Zebi (yet to launch),Technology,Data Intelligence & Analytics,Hyderabad,U disclosed ivestors,Seed Funding,1000.0,88000.0,No Remark,Tier 1 India
1414,2016-01-28,Truce,Fmcg,Vegetables & Fruits Supply Chain,Mumbai,"Aupam Mittal, Amit Gupta, Utsav Somai, Neeraj Goeka, Farooq Adam Mukadam",Seed Funding,370.0,32560.0,No Remark,Tier 1 India
1415,2016-01-29,Qriyo,Consumer Internet,Online Fitness & Educational information Aggregator,Jodhpur,Idei Vetures,Seed Funding,160.0,14080.0,No Remark,Other
1416,2016-01-29,Aisle,Consumer Internet,Indians focused Matchmaking App,Bengaluru,"TermSheet, ah! Vetures",Seed Funding,185.0,16280.0,No Remark,Tier 1 India
1417,2016-01-29,FreshMenu,Consumer Internet,Fresh Food Delivery platform,Bengaluru,"Zodius Techology Fud, Lightspeed Veture Parters",Private Equity,17000.0,1496000.0,No Remark,Tier 1 India
1418,2016-01-29,Truebil,E-Commerce,Online marketplace for cars,Mumbai,"Kalaari Capital, Ivetus Capital, Tekto Vetures, Kae Capital",Private Equity,5150.0,453200.0,No Remark,Tier 1 India
1419,2016-01-29,Rare Media,Technology,Mobile & Cloud based App developer,New Delhi,Ifo Edge (Idia) Ltd,Private Equity,1100.0,96800.0,No Remark,Tier 1 India
1420,2015-12-01,CollegeDekho,Edtech,Unknown,Jaipur,GirarSoft,Seed Funding,1000.0,88000.0,No Remark,Tier 2/3 India
1421,2015-12-01,Patel Logistics,Logistics,Unknown,Mumbai,Frotlie Strategy,Private Equity,5600.0,492800.0,No Remark,Tier 1 India
1422,2015-12-01,Wigzo,Enterprise Marketing Automation Platform,Unknown,New Delhi,"Aari Capital Parters, TV Mohadas Pai",Seed Funding,500.0,44000.0,Pre-Series A,Tier 1 India
1423,2015-12-01,Godof Hospitals,Health & Wellness,Unknown,New Delhi,Pakaj Gupta,Seed Funding,2000.0,176000.0,No Remark,Tier 1 India
1424,2015-12-02,RoomsTonite,Last Minute Hotel Booking App,Unknown,Bengaluru,"Lashit Saghvi, Nikhil Vora, Vekat Vardha,Mohammed Bi Abdul Rehma Al Khalifa, Ralph Bereza, Vissal Mathew, Balamurali Krisha",Seed Funding,1500.0,132000.0,No Remark,Tier 1 India
1425,2015-12-03,EasyKhaana,Food Delivery,Unknown,New Delhi,Udisclosed ivestors,Seed Funding,100.0,8800.0,No Remark,Tier 1 India
1426,2015-12-03,Shuttl,App Based Bus Pooling Services,Unknown,Gurgaon,"Sequoia Capital, Times Iteret Ltd & Oe more Fud",Private Equity,20000.0,1760000.0,Series B,Tier 1 India
1427,2015-12-04,Applop,On Demand Mobile App Developer,Unknown,Kolkata,GHV Accelerator,Seed Funding,100.0,8800.0,No Remark,Tier 2/3 India
1428,2015-12-04,CaRPM,Car Maintenance & Management Mobile App,Unknown,Gurgaon,GHV Accelerator,Seed Funding,100.0,8800.0,No Remark,Tier 1 India
1429,2015-12-04,NDTV Wedding portal,E-Commerce,Unknown,New Delhi,CerraCap,Private Equity,20000.0,1760000.0,Series A,Tier 1 India
1430,2015-12-07,Customfurnish,Custom Made Furniture E-Tailer,Unknown,Hyderabad,Agus Capital,Private Equity,4500.0,396000.0,Series A,Tier 1 India
1431,2015-12-07,Faasos,Qsr Chain,Unknown,Pune,"ru-Net, Sequoia Capital, Lightbox Vetures",Private Equity,30000.0,2640000.0,Series C,Tier 1 India
1432,2015-12-07,Leaf Wearables,Smart Safety Wearable Devices,Unknown,New Delhi,"Ajeet Khuraa Jiesh Shah, Vikram Chachra, Dr. Airuddha Malpai",Seed Funding,250.0,22000.0,No Remark,Tier 1 India
1433,2015-12-07,Coolshare,Cab Sharing Service Mobile App,Unknown,Mumbai,Gopal Aggarwal,Seed Funding,100.0,8800.0,No Remark,Tier 1 India
1434,2015-12-08,Yumist,Food Delivery,Unknown,Gurgaon,"Uilazer Vetures, Orios Veture Parters, Steve Lurie",Private Equity,2000.0,176000.0,Series A,Tier 1 India
1435,2015-12-09,Jigsaw Academy,Online School For Analytics Learning,Unknown,Bengaluru,Maipal Global Educatio Services,Private Equity,3000.0,264000.0,Series A,Tier 1 India
1436,2015-12-09,Voxweb,Picture Creation & Social Mobile App,Unknown,Mumbai,Udisclosed Ivestor,Seed Funding,350.0,30800.0,No Remark,Tier 1 India
1437,2015-12-09,Aye Finance,Nonbanking Finance Company,Unknown,New Delhi,"SAIF Parters, Accio",Private Equity,3000.0,264000.0,Series B,Tier 1 India
1438,2015-12-10,BlackBuck,Online Freight Services Aggregator,Unknown,Bengaluru,"Tiger Global Maagemet, Yuri Miler, Apoletto, Accel Parters, Flipkart",Private Equity,25000.0,2200000.0,Series B,Tier 1 India
