Sr No,Date,Startup Name,Industry Vertical,SubVertical,City Location,Investors Name,Investment Type,Amount in USD(K),Amount in INR(K),Remarks,City Tier,No Of Investors,Success
1080,06-07-2016,Don T Scratch Your Head,Technology,Full Stack Offline & Online ERP Solution,Ahmedabad,"Gaurav Sighvi, Zaffiro Vetures",Seed Funding,250,22000,No Remark,Tier 2/3 India,2,0
1081,06-07-2016,Wedding Wishlist,Consumer Internet,"Wedding Wishlist, Gifts & Registry Creation platform",Chennai,"Kirthiga Reddy, Reuka Ramaath,Cherry Ti",Seed Funding,297,26136,No Remark,Tier 1 India,3,0
1082,07-07-2016,Appdaily,Technology,Mobile Security App development & Distribution,Mumbai,"Kalaari Capital, Qualcomm Vetures, ru-Net, Zodius Techology Opportuities Fud,",Private Equity,2000,176000,No Remark,Tier 1 India,4,1
1083,07-07-2016,Adytude,Consumer Internet,Gamified Consumer Insights Portal,New Delhi,Idia Agel Network,Private Equity,1000,88000,No Remark,Tier 1 India,1,0
1084,08-07-2016,Holachef,Consumer Internet,Online Food Ordering & Delivery Platform,Mumbai,"Kalaari Capital, Idia Quotiet",Private Equity,1950,171600,No Remark,Tier 1 India,2,1
1085,11-07-2016,Purplle,E-Commerce,Beauty Products Marketplace,Mumbai,"JSW Vetures, Blume Vetures & IvyCap Vetures",Private Equity,6000,528000,No Remark,Tier 1 India,2,1
1086,11-07-2016,Trak N Tell,Technology,Car Tracking & Safety System,Gurgaon,Bria Acto,Private Equity,3500,308000,No Remark,Tier 1 India,1,1
1087,11-07-2016,Overcart.Com,E-Commerce,Unboxed & refurbished electronic products marketplace,Gurgaon,"JSW Vetures, Omidyar Network, Sattva Capital, Veture Works",Private Equity,3000,264000,No Remark,Tier 1 India,4,1
1088,12-07-2016,Sirionlabs,Technology,SAAS based Service Agreement Management,Gurgaon,Sequoia Capital,Private Equity,12250,1078000,No Remark,Tier 1 India,1,1
1089,13-07-2016,Yaap,Consumer Internet,"Online Content Discovery, Creation & Distribution Platform",New Delhi,Raimaker Vetures,Private Equity,5000,440000,No Remark,Tier 1 India,1,1
1090,13-07-2016,Twigly,Consumer Internet,Online Food Ordering & Delivery Startup,Gurgaon,"Tracx Labs, Hyderabad Agels, Kual Shah, Gaurav Bhalotia",Seed Funding,600,52800,No Remark,Tier 1 India,4,0
1091,13-07-2016,Sharechat,Consumer Internet,Vernacular Language Content Creation & Sharing App,Bengaluru,"SAIF Parters, Idia Quotiet",Private Equity,1350,118800,No Remark,Tier 1 India,2,1
1092,13-07-2016,Rentmojo,Consumer Internet,Online Furniture Renting Platform,Bengaluru,"Accel Parters, IDG Vetures Idia",Private Equity,5000,440000,No Remark,Tier 1 India,2,1
1093,14-07-2016,Augrav,E-Commerce,Personalized precious Jewellery etailer,Coimbatore,Keiretsu Forum,Seed Funding,450,39600,No Remark,Tier 2/3 India,1,0
1094,14-07-2016,Shoppinpal,Technology,M-Commerce Solutions for Retail Stores,Pune,"Plug ad Play Tech Ceter, Steelhead Vetures & Others",Private Equity,1070,94160,No Remark,Tier 1 India,2,0
1095,15-07-2016,Workapps,Technology,Enterprise Work Management Software,Pune,SRI Capital,Seed Funding,1000,88000,No Remark,Tier 1 India,1,0
1096,15-07-2016,Bankerbay,Consumer Internet,Online Investment Banking platform,Bengaluru,udisclosed ivestors,Private Equity,2000,176000,No Remark,Tier 1 India,1,1
1097,15-07-2016,Tripshelf,E-Commerce,Travel Package Marketplace,New Delhi,GEMS group,Seed Funding,250,22000,No Remark,Tier 1 India,1,0
1098,15-07-2016,Ridlr,Consumer Internet,Public Transport Mobile App,Mumbai,"Times Iteret, Iove Capital, Matrix Parters Idia, Qualcomm Vetures",Private Equity,6000,528000,No Remark,Tier 1 India,4,1
1099,18-07-2016,Yellowdig,Consumer Internet,Online Learning Platform,Pune,SRI Capital,Seed Funding,650,57200,No Remark,Tier 1 India,1,0
1100,18-07-2016,Zuppler,Consumer Internet,Online Food Ordering platform,New Delhi,SRI Capital,Seed Funding,650,57200,No Remark,Tier 1 India,1,0
1101,18-07-2016,Bluestone,E-Commerce,Jewellery Etailer,Mumbai,"IIFL ad Accel Parters, Kalaari Capital, IvyCap Vetures, RB Ivestmets",Private Equity,30000,2640000,No Remark,Tier 1 India,4,1
1102,19-07-2016,Sagacito,Technology,Cloud-Based Enterprise Solutions,New Delhi,Star Idia Pvt. Ltd,Private Equity,10000,880000,No Remark,Tier 1 India,1,1
1103,19-07-2016,Deal4Loans / Wishfin,Consumer Internet,\\\\nLoans Comparison platform\\\\n\\\\n\\\\n\\\\n     (adsbygoogle = window.adsbygoogle || []).push({});\\\\n\\\\n,Noida,Frakli Templeto Iteratioal Services Pvt. Ltd,Private Equity,15000,1320000,No Remark,Tier 1 India,1,1
1104,19-07-2016,Niyo Solutions,Technology,Payroll & Benefits Software solutions,Bengaluru,Prime Veture Parters,Private Equity,1000,88000,No Remark,Tier 1 India,1,0
1105,19-07-2016,Applop,Consumer Internet,Mobile Apps SaaS Platform,Gurgaon,Gree House Vetures Accelerator,Seed Funding,250,22000,No Remark,Tier 1 India,1,0
1106,20-07-2016,Tax2Win,Consumer Internet,Online Tax Filing Portal,Jaipur,Udisclosed Ivestors,Private Equity,1000,88000,No Remark,Tier 2/3 India,1,0
1107,20-07-2016,Truckola,Logistics,Tech-focused cargo transport startup,Mumbai,"Abhishek Agarwal, Krishakumar Nataraj, Sarath Sura, Shati Moha, Sarthak ad Nihit Agarwal, Suramya Gupta",Seed Funding,595,52360,No Remark,Tier 1 India,6,0
1108,21-07-2016,Mytaxiindia,Consumer Internet,Online Car rental booking platform,New Delhi,Niho Kotsu Co,Private Equity,1000,88000,No Remark,Tier 1 India,1,0
1109,21-07-2016,Wiwigo,Consumer Internet,Inter-City Taxi Booking platform,Bengaluru,Idia Agel Network,Seed Funding,595,52360,No Remark,Tier 1 India,1,0
1110,02-06-2016,Atomberg,Technology,"smart, energy efficient home appliance manufacturer",Mumbai,Parampara Capital,Private Equity,1000,88000,No Remark,Tier 1 India,1,0
1111,02-06-2016,Limo,Consumer Internet,Bus Aggregator Mobile app,Mumbai,Raimaker Vetures,Private Equity,1000,88000,No Remark,Tier 1 India,1,0
1112,03-06-2016,Gogo Truck,Consumer Internet,Truck Aggregator & Booking platform,Chennai,Udisclosed Ivestor,Seed Funding,75,6600,No Remark,Tier 1 India,1,0
1113,03-06-2016,Vyome Biosciences,Health & Wellness,Treatment Development for Antibiotic-resistant diseases,New Delhi,Romulus Capital,Private Equity,2000,176000,No Remark,Tier 1 India,1,1
1114,06-06-2016,Sillymonks,Consumer Internet,Digital Media and Entertainment Startup,Hyderabad,Sreeivasa Reddy Musai,Seed Funding,448,39424,No Remark,Tier 1 India,1,0
1115,07-06-2016,Cuemath,Edtech,K-12 Maths Learning Courses,Bengaluru,"Sequoia Capital, Uitus Seed Fud",Private Equity,4000,352000,No Remark,Tier 1 India,2,1
1116,07-06-2016,Krazybee,Consumer Internet,Student Micro-Loan platform,Bengaluru,"Yeahmobi, Feqile",Private Equity,2000,176000,No Remark,Tier 1 India,2,1
1117,07-06-2016,Intgrea,Technology,Post merger Integration Partners,Bengaluru,Udisclosed Ivestor,Seed Funding,100,8800,No Remark,Tier 1 India,1,0
1118,07-06-2016,Helpshift,Technology,Mobile CRM Platform,Pune,"Microsoft Vetures, Salesforce Vetures",Private Equity,23000,2024000,No Remark,Tier 1 India,2,1
1119,07-06-2016,Creditvidya,Technology,Credit Scoring Platform,Mumbai,Kalaari Capital,Private Equity,1000,88000,No Remark,Tier 1 India,1,0
1120,08-06-2016,Grey Campus,Consumer Internet,Online Learning Platform,Hyderabad,Sarath Sura,Seed Funding,1000,88000,No Remark,Tier 1 India,1,0
1121,08-06-2016,Listup,E-Commerce,Location based Classified Mobile app,Mumbai,"Kae Capital, Kual Shah, Sadeep Tado",Seed Funding,500,44000,No Remark,Tier 1 India,3,0
1122,08-06-2016,6Degree,Technology,Tech-enabled Fashion Talent platform,Mumbai,Idia Agel Network,Seed Funding,200,17600,No Remark,Tier 1 India,1,0
1123,08-06-2016,Storeking,E-Commerce,Connecting Small Town Consumers to E-Commerce,Bengaluru,Axiata Digital,Private Equity,16000,1408000,No Remark,Tier 1 India,1,1
1124,08-06-2016,Myseniordoctor,Consumer Internet,Online medical support platform,Gurgaon,BlackJag Parters,Seed Funding,200,17600,No Remark,Tier 1 India,1,0
1125,09-06-2016,Epaylater,Technology,Fin-Tech Platform,Mumbai,3 udisclosed HNIs,Seed Funding,2000,176000,No Remark,Tier 1 India,1,1
1126,10-06-2016,Paytunes,Consumer Internet,Mobile based rewards platform,New Delhi,"CIO Agel Network, Idia Agel Network",Private Equity,500,44000,No Remark,Tier 1 India,2,0
1127,13-06-2016,Bombay Shirt Company,E-Commerce,Online custom Shirt retailer,Mumbai,udisclosed ivestor,Private Equity,1000,88000,No Remark,Tier 1 India,1,0
1128,13-06-2016,Matrubharti,Consumer Internet,e-Book Publisher,Unknown,Viridia Capital,Seed Funding,30,2640,No Remark,Other,1,0
1129,14-06-2016,Jivox,Technology,Data Driven Advertising platform,Bengaluru,"You & Mr Joes, Fortisure Vetures, Diaz Nesamoey",Private Equity,6000,528000,No Remark,Tier 1 India,3,1
1130,14-06-2016,Sminq,Consumer Internet,Queue management Mobile app,Pune,"Saama Capital, Blume Vetures & Vaibhav Domkudwar",Seed Funding,1000,88000,No Remark,Tier 1 India,2,0
1131,14-06-2016,Curejoy,Consumer Internet,Online Alternative health community platform,Bengaluru,Accel Parters Idia,Private Equity,4400,387200,No Remark,Tier 1 India,1,1
1132,15-06-2016,Oneway.Cab,Consumer Internet,Taxi Rental Platform,Vadodara,Idia Agel Network,Seed Funding,450,39600,No Remark,Tier 2/3 India,1,0
1133,16-06-2016,Diro Labs,Consumer Internet,Contact Management Mobile App,New Delhi,Ifo Edge (Idia) Ltd,Private Equity,450,39600,No Remark,Tier 1 India,1,0
1134,16-06-2016,Unnati Helpers,Consumer Internet,Help Hiring Platform,Gurgaon,Ifo Edge (Idia) Ltd,Private Equity,600,52800,No Remark,Tier 1 India,1,0
1135,16-06-2016,Voonik,E-Commerce,Online Women\\\\xe2\\\\x80\\\\x99s Fashion Marketplace,Bengaluru,Sequoia Capital,Private Equity,20000,1760000,No Remark,Tier 1 India,1,1
1136,17-06-2016,Cleartax,Consumer Internet,Online Tax Filing Platform,New Delhi,"Ravi Adusumalli, SAIF Parters",Private Equity,12000,1056000,No Remark,Tier 1 India,2,1
1137,17-06-2016,Silvan Innovation Labs,Technology,Home Automation Solutions,Bengaluru,Ifuse Vetures,Private Equity,900,79200,No Remark,Tier 1 India,1,0
1138,17-06-2016,Greythr,Technology,Payroll & HR Software Developer,Bengaluru,"New Eterprise Associates (NEA), Blume Vetures",Private Equity,5200,457600,No Remark,Tier 1 India,2,1
1139,21-06-2016,Onspoon,Consumer Internet,Online Platform for Event Sponsorship,Mumbai,Swa Agel Network,Seed Funding,150,13200,No Remark,Tier 1 India,1,0
1140,21-06-2016,Celerix,Technology,Fintech Product Development & Services Startup,Bengaluru,Bitkemy Vetures,Seed Funding,400,35200,No Remark,Tier 1 India,1,0
1141,21-06-2016,Naturenama,Consumer Internet,Online Outdoors & travel,Mumbai,Uicor Veture,Seed Funding,225,19800,No Remark,Tier 1 India,1,0
1142,21-06-2016,Syona Cosmetics,Fmcg,Beauty Products & Training to Salons & Spas,Chennai,The Cheai Agels,Seed Funding,150,13200,No Remark,Tier 1 India,1,0
1143,21-06-2016,Prettysecrets,E-Commerce,Women Lingerie Store,Mumbai,"RB Ivestmets PTE Ltd, Orios Veture Parters",Private Equity,6000,528000,No Remark,Tier 1 India,2,1
1144,22-06-2016,Spiderg,Consumer Internet,Online invoice app for SMEs,Pune,"Rahul Kirloskar, Fusio Tech Vetures, Adi Saravaa, Pravi Dogre, Mahedra Doshi",Seed Funding,150,13200,No Remark,Tier 1 India,5,0
1145,23-06-2016,Fareye,Technology,Logistics Management Software,New Delhi,Saif Parters,Private Equity,3500,308000,No Remark,Tier 1 India,1,1
1146,23-06-2016,The Uolo,Consumer Internet,School Parent Communication App,Bengaluru,"Purvi Vetures, Rajul Garg, Vipi Arora",Seed Funding,210,18480,No Remark,Tier 1 India,3,0
1147,24-06-2016,Drivify,Consumer Internet,Professional Driver discovery & Booking Mobile app,Mumbai,"Jitedra Gupta, Pakaj Tripathi",Seed Funding,50,4400,No Remark,Tier 1 India,2,0
1148,24-06-2016,Parablu,Technology,Cloud Data Security & Privacy Solutions,Bengaluru,Kalaari Capital,Seed Funding,500,44000,No Remark,Tier 1 India,1,0
1149,24-06-2016,Schedulers Logistics,Logistics,Cold Storage Logistics solutions,Mumbai,GVFL,Private Equity,6000,528000,No Remark,Tier 1 India,1,1
1150,24-06-2016,Leap India,Others,Supply Chain Equipment & Services provider,Mumbai,Mayfield Vetures,Private Equity,3000,264000,No Remark,Tier 1 India,1,1
1151,24-06-2016,Kabadiexpress,Others,Free Door Step Scrap Pickup Service,New Delhi,Udisclosed ivestor,Seed Funding,148,13024,No Remark,Tier 1 India,1,0
1152,27-06-2016,Yourdost,Consumer Internet,Online counselling & Personal coaching platform,Bengaluru,"SAIF Parters, Aprameya Radhakrisha, Phaidra Sama, Subba Rao Telidevara, Vibhu Garg, Paula Ravidra Mariwala, Gaurav Bhalotia",Seed Funding,1200,105600,No Remark,Tier 1 India,7,1
1153,27-06-2016,Gomalon,Consumer Internet,Online Spa & Salon discovery & Booking platform,Bengaluru,Udisclosed ivestor,Seed Funding,100,8800,No Remark,Tier 1 India,1,0
1154,27-06-2016,Travelyaari,Consumer Internet,Online ticket booking platform,Bengaluru,GVFL Ltd,Private Equity,3000,264000,No Remark,Tier 1 India,1,1
1155,28-06-2016,Fabhotels,Consumer Internet,Online Hotel aggregator & Booking platform,Gurgaon,"Accel Parters, RB Ivestmets",Private Equity,8000,704000,No Remark,Tier 1 India,2,1
1156,28-06-2016,Locanix,Technology,GPS based SaaS Solutions,Ahmedabad,Udisclosed ivestors,Seed Funding,300,26400,No Remark,Tier 2/3 India,1,0
1157,28-06-2016,Lendingkart,Consumer Internet,Online Working Capital Business Loans Platform,Ahmedabad,"Bertelsma Idia Ivestmets, Mayfield Idia, Saama Capital, Idia Quotiet",Private Equity,32000,2816000,No Remark,Tier 2/3 India,4,1
1158,28-06-2016,Hello Tax,Consumer Internet,Online Tax Filing Platform,New Delhi,Sajeev Siha,Seed Funding,295,25960,No Remark,Tier 1 India,1,0
1159,29-06-2016,Letreach,E-Commerce,ECommerce SAAS Solutions,New Delhi,vCommissio,Private Equity,100,8800,No Remark,Tier 1 India,1,0
1160,29-06-2016,Trendieapp,Technology,Visual Content Marketing,Kolkata,Harsh Vardha Hada,Seed Funding,50,4400,No Remark,Tier 2/3 India,1,0
1161,29-06-2016,Velvetcase,E-Commerce,Online designer jewellery marketplace,Mumbai,"Uiqor Vetures Fud, TV Mohadas Pai, S Somasegar",Private Equity,1500,132000,No Remark,Tier 1 India,3,1
1162,30-06-2016,Meru Cabs,Consumer Internet,Online/ Mobile Tax Cab booking,Mumbai,Brad Capital,Private Equity,25000,2200000,No Remark,Tier 1 India,1,1
1163,30-06-2016,Campus Diaries,Consumer Internet,Student focussed Content Discovery portal,Bengaluru,Aari Capital,Seed Funding,220,19360,No Remark,Tier 1 India,1,0
1164,30-06-2016,Biryani Blues,Food & Beverage,QSR Chain,Gurgaon,Carpediem Capital & Others,Private Equity,368,32384,No Remark,Tier 1 India,1,0
1165,01-05-2016,Get My Parking,Technology,Parking Technology Platform,New Delhi,The Cheai Agels,Seed Funding,376,33088,No Remark,Tier 1 India,1,0
1166,01-05-2016,Prescribez,Consumer Internet,Health Service Aggregator Platform,Pune,Akush Mehta,Seed Funding,145,12760,No Remark,Tier 1 India,1,0
1167,03-05-2016,Mobikwik,Consumer Internet,Mobile & Digital Wallet,Gurgaon,"GMO Paymet Gateway, MediaTek",Private Equity,50000,4400000,No Remark,Tier 1 India,2,1
1168,03-05-2016,Zwayam,Consumer Internet,Online Recruitment Platform,Bengaluru,Udisclosed ivestors,Seed Funding,250,22000,No Remark,Tier 1 India,1,0
1169,03-05-2016,Zuver,Consumer Internet,Car driver Discovery App,Mumbai,"Shruth & Smith Group, Hermes Group",Seed Funding,180,15840,No Remark,Tier 1 India,2,0
1170,04-05-2016,Easyroads,Consumer Internet,Road Trip planning Mobile app,Mumbai,"Roha Agrish, Hrishi Oberoi, Rahul Mehta, Kapil Hetamsaria, Praav Dedhia",Seed Funding,200,17600,No Remark,Tier 1 India,5,0
1171,04-05-2016,Lenskart,E-Commerce,Eyewear & Accessories etailer,New Delhi,"Iteratioal Fiace Corp, TPG Growth, Adveq Maagemet, IDG Vetures, Rata Tata, Kris Gopalakrisha",Private Equity,60000,5280000,No Remark,Tier 1 India,6,1
1172,04-05-2016,Seclore,Technology,Enterprise Security Technology platform,Mumbai,"Sistema Asia Fud, Helio Veture, VetureEast, Idia Alteratives",Private Equity,12000,1056000,No Remark,Tier 1 India,4,1
1173,04-05-2016,Solartown,Technology,Solar Rooftop system installation company,Chennai,Grex.i,Seed Funding,200,17600,No Remark,Tier 1 India,1,0
1174,04-05-2016,Comarete,Technology,Telecom & Media IT services company,Pune,Grex.i,Seed Funding,200,17600,No Remark,Tier 1 India,1,0
1175,04-05-2016,Mydentistchoice,E-Commerce,Medical Supplies eTailer,Hyderabad,Udisclosed ivestors,Seed Funding,150,13200,No Remark,Tier 1 India,1,0
1176,04-05-2016,Active.Ai,Technology,Intelligent Tech platform for Finance vertical,Singapore,Kalaari Capital Accelerator Program,Seed Funding,500,44000,No Remark,Tier 1 International,1,0
1177,04-05-2016,Affordplan,Technology,Affordable non-emergency medical service health plans,New Delhi,Kalaari Capital Accelerator Program,Seed Funding,500,44000,No Remark,Tier 1 India,1,0
1178,04-05-2016,Indee,Consumer Internet,Web Video Streaming Platform,Bengaluru,Kalaari Capital Accelerator Program,Seed Funding,500,44000,No Remark,Tier 1 India,1,0
1179,05-05-2016,Weballigator,Consumer Internet,Cloud Based Software Solutions,Bengaluru,Group of udisclosed Agel Ivestors & HNIs,Seed Funding,375,33000,No Remark,Tier 1 India,1,0
1180,06-05-2016,Eduace Services,Edtech,Education Workshops & mentoring programs,Lucknow,MoMagic Techologies,Private Equity,1000,88000,No Remark,Tier 2/3 India,1,0
1181,07-05-2016,Zebroads,Logistics,Logistics and Warehousing services,Hyderabad,Udisclosed ivestors,Seed Funding,75,6600,No Remark,Tier 1 India,1,0
1182,09-05-2016,Locus,Technology,Logistics Intelligence platform,Bengaluru,"Exfiity Veture Parters, Blume Vetures, BeeNext, Rajesh Raavat",Private Equity,2750,242000,No Remark,Tier 1 India,4,1
1183,09-05-2016,Toko Innovations,Consumer Internet,Children\\\\xe2\\\\x80\\\\x99s Entertainment Portal,Bengaluru,"Roopak Saluja, Vishal Khare",Seed Funding,450,39600,No Remark,Tier 1 India,2,0
1184,09-05-2016,Rentickle,E-Commerce,"Furniture, appliances Portal",New Delhi,"Maish Kheterpal, Viay Mittal, Diesh Mittal, Sadeep Gupta",Seed Funding,250,22000,No Remark,Tier 1 India,4,0
1185,10-05-2016,Healthifyme,Consumer Internet,Health & Fitness App,Bengaluru,"IDG Vetures Idia, Ivetus Capital, Blume Vetures",Private Equity,6000,528000,No Remark,Tier 1 India,3,1
1186,10-05-2016,Zarget,Consumer Internet,Conversion Rate Optimization Platform,Chennai,"Accel Parters, Matrix Parters, Girish Mathrubootham",Private Equity,1500,132000,No Remark,Tier 1 India,3,1
1187,10-05-2016,Innonano Research,Technology,Clean Water Technology,Chennai,NaoHoldigs,Private Equity,18000,1584000,No Remark,Tier 1 India,1,1
1188,10-05-2016,Schoolwear,E-Commerce,School Uniform & Supplies Marketplace,Mumbai,Udisclosed ivestors,Seed Funding,1500,132000,No Remark,Tier 1 India,1,1
1189,10-05-2016,Swiggy,Consumer Internet,Food Delivery Platform,Bengaluru,"Norwest Veture Parters, DST Global, Accel Parters",Private Equity,7000,616000,No Remark,Tier 1 India,3,1
1190,11-05-2016,Zenify,Consumer Internet,Home rental Discovery & Booking Portal,Bengaluru,Udisclosed Ivestors,Private Equity,900,79200,No Remark,Tier 1 India,1,0
1191,11-05-2016,Fractal Analytics,Technology,Data Analytics Company,Mumbai,Khazaah Nasioal Berhad,Private Equity,100000,8800000,No Remark,Tier 1 India,1,1
1192,12-05-2016,Unacademy,Consumer Internet,Free Online Education Platform,Bengaluru,"Blume Vetures, Raja Aada, Sumit Jai, Aprameya Radhakrisha, Sujeet Kumar, Phaidra Sama",Seed Funding,500,44000,No Remark,Tier 1 India,6,0
1193,12-05-2016,Capital Float,Consumer Internet,Online Lending Platform,Bengaluru,"Creatio Ivestmets Capital Maagemet, SAIF Parters, Sequoia Capital, Aspada Vetures",Private Equity,25000,2200000,No Remark,Tier 1 India,4,1
1194,12-05-2016,Life Circle,Health & Wellness,Senior Healthcare Services,Hyderabad,GROUPE SOS,Private Equity,150,13200,No Remark,Tier 1 India,1,0
1195,13-05-2016,Stayzilla,Consumer Internet,Budget Room Aggregator Booking platform,Chennai,"Matrix Parters, Nexus Vetures",Private Equity,13500,1188000,No Remark,Tier 1 India,2,1
